filename,x,y,w,h
RVO-001.jpg,1425,1594,166,160
RVO-002.jpg,1407,1622,215,190
RVO-003.jpg,1471,1656,169,163
RVO-004.jpg,1536,1514,169,194
RVO-005.jpg,2292,1570,184,144
RVO-006.jpg,2236,1613,175,166
RVO-007.jpg,1505,1594,147,163
RVO-008.jpg,2236,1594,147,141
RVO-009.jpg,1453,1631,154,151
RVO-010.jpg,2282,1720,194,163
RVO-011.jpg,1471,1505,184,187
RVO-012.jpg,1438,1561,172,138
RVO-013.jpg,2322,1610,160,200
RVO-014.jpg,1376,1693,175,184
RVO-015.jpg,2218,1505,166,203
RVO-016.jpg,1410,1610,169,175
RVO-017.jpg,1333,1671,184,166
RVO-018.jpg,2341,1637,175,187
RVO-019.jpg,1453,1730,169,175
RVO-020.jpg,1416,1490,212,154
RVO-021.jpg,2304,1687,175,166
RVO-022.jpg,2236,1625,169,166
RVO-023.jpg,2258,1696,163,138
RVO-024.jpg,1447,1601,175,138
RVO-025.jpg,1425,1699,151,138
RVO-026.jpg,2292,1610,157,147
RVO-027.jpg,2246,1687,169,163
RVO-028.jpg,1419,1628,154,169
RVO-029.jpg,1551,1588,172,163
RVO-030.jpg,1435,1582,178,160
RVO-031.jpg,1438,1588,169,160
RVO-032.jpg,1404,1680,147,157
RVO-033.jpg,2335,1622,187,187
RVO-034.jpg,2246,1877,206,144
RVO-035.jpg,1401,1601,221,181
RVO-036.jpg,2267,1573,224,218
RVO-037.jpg,2353,1628,126,123
RVO-038.jpg,2252,1656,209,157
RVO-039.jpg,2319,1567,166,190
RVO-040.jpg,2243,1514,184,160
RVO-041.jpg,1419,1527,194,157
RVO-042.jpg,2298,1622,194,187
RVO-043.jpg,2292,1659,169,178
RVO-044.jpg,1438,1594,169,203
RVO-045.jpg,2279,1687,157,147
RVO-046.jpg,1490,1656,181,144
RVO-047.jpg,2261,1637,187,197
RVO-048.jpg,1438,2049,200,181
RVO-049.jpg,1425,1668,200,181
RVO-050.jpg,2236,1588,197,154
RVO-051.jpg,2236,1597,200,194
RVO-052.jpg,2292,1637,175,163
RVO-053.jpg,2236,1674,190,163
RVO-054.jpg,1410,1542,203,172
RVO-055.jpg,2261,1570,190,187
RVO-056.jpg,1453,1542,190,166
RVO-057.jpg,1404,1610,184,163
RVO-058.jpg,2273,1625,169,175
RVO-059.jpg,2187,1576,178,187
RVO-060.jpg,2236,1625,194,166
RVO-061.jpg,2289,1585,163,135
RVO-062.jpg,2163,1533,194,175
RVO-063.jpg,1644,1726,178,163
RVO-064.jpg,1447,1588,166,151
RVO-065.jpg,1481,1582,187,175
RVO-066.jpg,2267,1582,178,181
RVO-067.jpg,1416,1659,141,126
RVO-068.jpg,1518,1120,117,88
RVO-069.jpg,2196,1806,203,157
RVO-070.jpg,1450,1514,147,151
RVO-071.jpg,1447,1558,181,157
RVO-072.jpg,1490,1542,181,160
RVO-073.jpg,2295,1656,181,151
RVO-074.jpg,1392,1739,166,114
RVO-075.jpg,1422,1518,175,157
RVO-076.jpg,2258,1527,184,160
RVO-077.jpg,1422,1594,190,129
RVO-078.jpg,1456,1539,187,175
RVO-079.jpg,2276,1644,169,151
RVO-080.jpg,2261,1702,200,203
RVO-081.jpg,2412,1714,147,141
RVO-082.jpg,2258,1594,172,187
RVO-083.jpg,1487,1668,203,184
RVO-084.jpg,2227,1588,169,163
RVO-085.jpg,1456,1545,197,190
RVO-086.jpg,2319,1647,151,160
RVO-087.jpg,2329,1978,181,181
RVO-088.jpg,1468,1597,184,169
RVO-089.jpg,2246,1561,187,181
RVO-090.jpg,2350,1610,166,169
RVO-091.jpg,2344,1545,187,169
RVO-092.jpg,2319,1576,187,163
RVO-093.jpg,2338,1748,163,151
RVO-094.jpg,2184,1585,206,151
RVO-095.jpg,2230,1683,190,151
RVO-096.jpg,1453,1576,187,144
RVO-097.jpg,1465,1468,178,172
RVO-098.jpg,2264,1640,181,169
RVO-099.jpg,2246,1570,218,227
RVO-100.jpg,2402,1653,160,172
