epoch,lr,train_loss,train_mae,val_loss,val_mae,val_rmse,epoch_time_sec
1,0.0013333333333333333,36.49075584411621,36.99075584411621,35.899681091308594,36.399681091308594,37.8636360168457,16.883
2,0.002,36.26785049438477,36.76785049438477,35.45349884033203,35.95349884033203,37.4682731628418,1.285
3,0.002,35.787269592285156,36.287269592285156,33.615966796875,34.115966796875,35.69844055175781,1.299
4,0.0019996395276708854,35.02489051818848,35.52489051818848,31.988372802734375,32.488372802734375,34.139713287353516,1.337
5,0.0019985583705641415,34.39700450897217,34.89700508117676,31.44873046875,31.94873046875,33.63002395629883,1.304
6,0.00199675730813421,33.8434341430664,34.3434341430664,31.09088706970215,31.59088706970215,33.28961944580078,1.3
7,0.001994237638847428,33.322802734375,33.822802734375,30.335718154907227,30.835718154907227,32.573448181152344,1.316
8,0.0019910011792459085,32.57534294128418,33.07534294128418,29.63556480407715,30.13556480407715,31.911880493164062,1.263
9,0.001987050262637913,32.026831817626956,32.526831817626956,29.00970458984375,29.50970458984375,31.32148551940918,1.294
10,0.0019823877374156645,31.365028190612794,31.865028190612794,28.309289932250977,28.809289932250977,30.667884826660156,1.293
11,0.001977016965001817,30.510327339172363,31.010327339172363,31.45633316040039,31.95633316040039,33.945735931396484,1.3
12,0.001970941817426052,29.757422065734865,30.257422065734865,28.214658737182617,28.714658737182617,30.493703842163086,1.324
13,0.0019641666745335625,28.920879936218263,29.41220760345459,26.193944931030273,26.691808700561523,28.670703887939453,1.258
14,0.0019566964208274254,28.0933198928833,28.588916206359862,25.83697509765625,26.313770294189453,28.396724700927734,1.287
15,0.0019485364419471454,27.330328941345215,27.828564834594726,25.555843353271484,26.055835723876953,28.014577865600586,1.299
16,0.0019396926207859084,26.533252716064453,27.033252716064453,23.682157516479492,24.182157516479492,26.182748794555664,1.313
17,0.0019301713332493386,25.633985328674317,26.133985328674317,22.80940818786621,23.30940818786621,25.298152923583984,1.336
18,0.0019199794436588243,24.854114151000978,25.354004287719725,21.751392364501953,22.251392364501953,24.23267936706543,1.331
19,0.0019091242998027238,24.03680534362793,24.53105525970459,20.782007217407227,21.282007217407227,23.265371322631836,1.285
20,0.0018976137276390142,23.19843235015869,23.695411109924315,20.064939498901367,20.564939498901367,22.556495666503906,1.27
21,0.0018854560256532098,23.078708839416503,23.57656307220459,19.333017349243164,19.833017349243164,21.8388614654541,1.306
22,0.0018726599588756144,22.05686092376709,22.556250953674315,18.332195281982422,18.832195281982422,20.87298583984375,1.267
23,0.001859234752562217,21.22068691253662,21.712989044189452,17.507844924926758,18.007844924926758,20.088024139404297,1.27
24,0.001845190085543795,20.545234870910644,21.034277725219727,16.694835662841797,17.194835662841797,19.325315475463867,1.306
25,0.0018305360832480118,19.908024787902832,20.402344131469725,16.327320098876953,16.827320098876953,18.964427947998047,1.281
26,0.0018152833103995444,19.170375633239747,19.66640682220459,16.5150203704834,17.0150203704834,19.13500213623047,1.26
27,0.0017994427634035013,18.57302017211914,19.07226619720459,16.219085693359375,16.719085693359375,18.865278244018555,1.311
28,0.0017830258624176223,18.06897029876709,18.56875057220459,15.290918350219727,15.790918350219727,18.030080795288086,1.277
29,0.001766044443118978,17.61792211532593,18.117578792572022,14.243532180786133,14.743532180786133,17.106584548950195,1.362
30,0.001748510748171101,16.98582763671875,17.481641387939455,13.45008373260498,13.948953628540039,16.41840934753418,1.281
31,0.0017304374183977032,16.551643943786623,17.030664348602294,13.112353324890137,13.611201286315918,16.112213134765625,1.279
32,0.0017118374836693406,16.01792793273926,16.50234422683716,13.1527738571167,13.652420043945312,16.045269012451172,1.273
33,0.0016927243535095995,15.60812873840332,16.09726572036743,12.663777351379395,13.142244338989258,15.97425651550293,1.309
34,0.0016731118074275702,15.461882209777832,15.955175876617432,11.375656127929688,11.875656127929688,14.715982437133789,1.266
35,0.001653013984983585,14.904494285583496,15.404492568969726,12.960763931274414,13.44146728515625,16.072010040283203,1.306
36,0.0016324453755953772,14.625177955627441,15.112891006469727,13.598820686340332,14.098820686340332,16.554964065551758,1.296
37,0.0016114208080920123,14.746132278442383,15.246094226837158,12.48411750793457,12.98408031463623,15.534646034240723,1.287
38,0.001589955440023123,14.486110305786132,14.982812976837158,10.978363037109375,11.478363037109375,14.046961784362793,1.286
39,0.0015680647467311557,14.365718364715576,14.858203220367432,10.26431655883789,10.760371208190918,13.478769302368164,1.315
40,0.0015457645101945045,14.224928855895996,14.721484756469726,11.666444778442383,12.166101455688477,14.930256843566895,1.293
41,0.0015230708076495777,14.06293535232544,14.56002254486084,22.272672653198242,22.772672653198242,28.399799346923828,1.353
42,0.0015,13.525539112091064,14.022070693969727,11.447488784790039,11.947488784790039,14.243053436279297,1.291
43,0.001476568720021308,14.515732192993164,15.009228801727295,61.44707107543945,61.93032455444336,120.51996612548828,1.303
44,0.0014527938603696375,14.03981056213379,14.533789539337159,61.665443420410156,62.165443420410156,75.14363098144531,1.306
45,0.001428692561403054,13.75755796432495,14.252246475219726,12.396668434143066,12.885467529296875,16.600942611694336,1.339
46,0.0014042821988243049,13.206729316711426,13.700976657867432,10.193435668945312,10.687623977661133,13.730619430541992,1.279
47,0.0013795803711538965,12.930673408508301,13.425879192352294,9.400050163269043,9.899882316589355,12.78703784942627,1.253
48,0.0013546048870425357,13.251358318328858,13.74375057220459,8.345813751220703,8.838971138000488,11.517858505249023,1.303
49,0.0013293737524320798,12.795563220977783,13.29482479095459,8.18388843536377,8.66324520111084,11.33543586730957,1.324
50,0.0013039051575742468,12.983508586883545,13.475586032867431,8.136027336120605,8.613932609558105,11.051756858825684,1.29
51,0.0012782174639164527,12.814479160308839,13.309521579742432,8.487765312194824,8.978860855102539,11.416470527648926,1.304
52,0.0012523291908642217,13.009683418273926,13.498047256469727,7.803030490875244,8.283732414245605,11.078720092773438,1.267
53,0.0012262590024297222,12.373540592193603,12.85947322845459,7.7342047691345215,8.209373474121094,11.147523880004883,1.286
54,0.0012000256937760446,12.32876901626587,12.821289443969727,7.678279876708984,8.161877632141113,11.132904052734375,1.268
55,0.0011736481776669307,11.829057598114014,12.317480754852294,7.312567234039307,7.804826259613037,10.556344985961914,1.274
56,0.001147145470831716,11.690886211395263,12.178906536102295,7.340814113616943,7.836139678955078,10.578417778015137,1.375
57,0.0011205366802553229,11.721431827545166,12.210937881469727,7.383659362792969,7.882238864898682,10.675911903381348,1.259
58,0.0010938409894031794,11.85726490020752,12.348242568969727,8.521342277526855,9.021242141723633,11.652741432189941,1.326
59,0.0010670776443910024,12.237915515899658,12.728222942352295,8.705474853515625,9.205296516418457,12.12661075592041,1.297
60,0.0010402659401094153,11.132143211364745,11.615429973602295,11.820070266723633,12.320070266723633,15.892416954040527,1.362
61,0.0010134252063133974,11.400145721435546,11.886426258087159,14.929835319519043,15.429835319519043,19.276229858398438,1.359
62,0.0009865747936866028,10.750206184387206,11.224218940734863,14.787256240844727,15.282376289367676,19.73300552368164,1.268
63,0.0009597340598905852,11.69433135986328,12.18054256439209,14.715106010437012,15.212579727172852,20.777057647705078,1.307
64,0.0009329223556089975,11.041067695617675,11.527490425109864,9.022521018981934,9.52252197265625,14.294044494628906,1.273
65,0.0009061590105968209,11.117036628723145,11.596582412719727,7.459524631500244,7.959524631500244,12.172059059143066,1.282
